default		00:00:03.585	3.585	00:00:07.450	7.45	00:00:03.865	3.865	So let's do a table for the third time.
default		00:00:12.706	12.706	00:00:20.600	20.6	00:00:07.894	7.894	We have to compare the roles of Na+ and K+ in neurotransmission.
default		00:00:22.692	22.692	00:00:23.292	23.292	00:00:00.600	0.6	Okay.
default		00:00:46.517	46.517	00:00:49.664	49.664	00:00:03.147	3.147	Okay.
default		00:00:49.816	49.816	00:00:53.090	53.09	00:00:03.274	3.274	Just use normal text boxes.
default		00:00:53.100	53.1	00:00:55.084	55.084	00:00:01.984	1.984	I, well, on the iPad I can't use those.
default		00:00:55.120	55.12	00:00:56.980	56.98	00:00:01.860	1.86	Oh, there's no, oh, ok, well.
default		00:00:57.027	57.027	00:00:58.880	58.88	00:00:01.853	1.853	I can only use Post-Its.
default		00:00:58.920	58.92	00:00:59.937	59.937	00:00:01.017	1.017	There we go.
default		00:01:01.123	61.123	00:01:02.303	62.303	00:00:01.180	1.18	[?] we go on top [?]
default		00:01:02.343	62.343	00:01:04.151	64.151	00:00:01.808	1.808	No, yeah, well you can [?] it.
default		00:01:04.461	64.461	00:01:11.462	71.462	00:00:07.001	7.001	So in the first paragraph, there isn't that much information...
default		00:01:11.562	71.562	00:01:13.710	73.71	00:00:02.148	2.148	No, it describes the potential.
default		00:01:13.760	73.76	00:01:16.753	76.753	00:00:02.993	2.993	Yeah, it describes the resting potential.
default		00:01:16.823	76.823	00:01:17.976	77.976	00:00:01.153	1.153	Physics.
default		00:01:18.016	78.016	00:01:18.296	78.296	00:00:00.280	0.28	Yes.
default		00:01:21.996	81.996	00:01:25.470	85.47	00:00:03.474	3.474	So yeah let's focus on what we can get on the others [?].
default		00:01:25.500	85.5	00:01:26.585	86.585	00:00:01.085	1.085	[?]
default		00:01:26.705	86.705	00:01:28.105	88.105	00:00:01.400	1.4	Yeah, so...
default		00:01:28.125	88.125	00:01:31.479	91.479	00:00:03.354	3.354	[?] going back [?]
default		00:01:31.519	91.519	00:01:32.369	92.369	00:00:00.850	0.85	So K+ is being [...]
default		00:01:32.379	92.379	00:01:42.150	102.15	00:00:09.771	9.771	[?]
default		00:01:43.957	103.957	00:01:45.967	105.967	00:00:02.010	2.01	I [?]
default		00:01:48.998	108.998	00:01:49.373	109.373	00:00:00.375	0.375	Okay.
default		00:01:51.500	111.5	00:01:52.301	112.301	00:00:00.801	0.801	Which was this.
default		00:01:52.331	112.331	00:01:52.701	112.701	00:00:00.370	0.37	Sodium.
default		00:01:52.741	112.741	00:01:53.221	113.221	00:00:00.480	0.48	Sodium.
default		00:01:55.806	115.806	00:01:58.899	118.899	00:00:03.093	3.093	Okay. So there is more what on where?
default		00:01:59.430	119.43	00:02:07.790	127.79	00:00:08.360	8.36	There is more Potassium and less sodium inside. Inside the nucleus.
default		00:02:07.905	127.905	00:02:08.445	128.445	00:00:00.540	0.54	Inside.
